Day fraction since midnight on 	Temperature (C)	200 kPa (Pa)	Pump Run ()
0.8020018320	37.0775642395	15732.8964843750	0.0000000000
0.8020076273	37.0787124634	16314.0683593750	0.0000000000
0.8020134129	37.0817527771	14819.2451171875	0.0000000000
0.8020192261	37.0818214417	15466.4746093750	0.0000000000
0.8020249901	37.0838356018	16094.4755859375	0.0000000000
0.8020307686	37.0878677368	14998.9082031250	0.0000000000
0.8020365616	37.0866394043	15021.0156250000	0.0000000000
0.8020423395	37.0891838074	16040.4970703125	0.0000000000
0.8020481174	37.0894813538	15762.5625000000	0.0000000000
0.8020539285	37.0924186707	14722.2773437500	0.0000000000
0.8020597239	37.0869674683	15767.1904296875	0.0000000000
0.8020655057	37.0906028748	16198.2041015625	0.0000000000
0.8020712877	37.0901870728	14766.2861328125	0.0000000000
0.8020770614	37.0900688171	15183.3564453125	0.0000000000
0.8020828622	37.0880012512	16154.1054687500	0.0000000000
0.8020886430	37.0878715515	15342.0458984375	0.0000000000
0.8020944378	37.0696144104	15059.8906250000	0.0000000000
0.8021002134	37.0858612061	15759.3330078125	0.0000000000
0.8021060031	37.0910148621	15835.2011718750	0.0000000000
0.8021117831	37.0879211426	14935.2744140625	0.0000000000
0.8021175727	37.0904960632	15575.1582031250	0.0000000000
0.8021233727	37.0922584534	16159.1884765625	0.0000000000
0.8021291449	37.0940742493	14783.1669921875	0.0000000000
0.8021349260	37.0939826965	15442.4121093750	0.0000000000
0.8021407168	37.0939331055	16106.0761718750	0.0000000000
0.8021465161	37.0960464478	15125.2841796875	0.0000000000
0.8021522988	37.0892143250	15213.4179687500	0.0000000000
0.8021580806	37.0945510864	15965.3496093750	0.0000000000
0.8021638813	37.0912933350	16032.9511718750	0.0000000000
0.8021696707	37.0874900818	14707.7753906250	0.0000000000
0.8021754450	37.0854263306	15476.1806640625	0.0000000000
0.8021812253	37.0874023438	16180.9628906250	0.0000000000
0.8021870212	37.0871353149	14624.4531250000	0.0000000000
0.8021928207	37.0889892578	15362.9638671875	0.0000000000
0.8021985972	37.0881538391	15917.5351562500	0.0000000000
0.8022043951	37.0800094604	15136.0732421875	0.0000000000
0.8022101621	37.0840034485	15096.2011718750	0.0000000000
0.8022159435	37.0835800171	15740.0917968750	0.0000000000
0.8022217448	37.0846405029	15710.3027343750	0.0000000000
0.8022275341	37.0816535950	14762.6123046875	0.0000000000
0.8022333214	37.0824508667	15552.7158203125	0.0000000000
0.8022391048	37.0862045288	16111.1435546875	0.0000000000
0.8022448994	37.0852394104	14477.6904296875	0.0000000000
0.8022506717	37.0872192383	15444.6445312500	0.0000000000
0.8022564597	37.0862464905	16024.4072265625	0.0000000000
0.8022622538	37.0866317749	15359.9394531250	0.0000000000
0.8022680404	37.0862236023	14877.5976562500	0.0000000000
0.8022738249	37.0885848999	15582.5732421875	0.0000000000
0.8022796136	37.0891952515	15839.7832031250	0.0000000000
0.8022854126	37.0885391235	14691.8535156250	0.0000000000
0.8022911871	37.0879173279	15443.4589843750	0.0000000000
0.8022969777	37.0899925232	16146.9755859375	0.0000000000
0.8023027642	37.0911903381	14707.0644531250	0.0000000000
0.8023085537	37.0933837891	15310.0869140625	0.0000000000
0.8023143494	37.0971298218	16124.1982421875	0.0000000000
0.8023201327	37.0926551819	15169.7548828125	0.0000000000
0.8023259229	37.0925979614	15076.1953125000	0.0000000000
0.8023317214	37.0885505676	15699.4931640625	0.0000000000
0.8023374854	37.0886764526	15817.6474609375	0.0000000000
0.8023432846	37.0954017639	14549.9628906250	0.0000000000
0.8023490609	37.0948677063	15475.9746093750	0.0000000000
0.8023548386	37.0903396606	16048.5195312500	0.0000000000
0.8023606371	37.0951156616	14742.8486328125	0.0000000000
0.8023664230	37.0925979614	15353.6572265625	0.0000000000
0.8023722306	37.0932502747	16032.9130859375	0.0000000000
0.8023779919	37.0959167480	15202.7880859375	0.0000000000
0.8023837834	37.0917434692	15202.1074218750	0.0000000000
0.8023895636	37.0849761963	15657.9218750000	0.0000000000
0.8023953518	37.0864372253	15820.0644531250	0.0000000000
0.8024011401	37.0824356079	14652.2939453125	0.0000000000
0.8024069337	37.0868911743	15340.4833984375	0.0000000000
0.8024127208	37.0858955383	16060.1425781250	0.0000000000
0.8024185174	37.0859756470	14811.5429687500	0.0000000000
0.8024242835	37.0867424011	15440.6015625000	0.0000000000
0.8024300732	37.0928268433	15801.1357421875	0.0000000000
0.8024358696	37.0889663696	15314.1103515625	0.0000000000
0.8024416639	37.0878524780	14855.8476562500	0.0000000000
0.8024474362	37.0837974548	15465.4794921875	0.0000000000
0.8024532248	37.0870208740	15707.8291015625	0.0000000000
0.8024590157	37.0944290161	14687.1582031250	0.0000000000
0.8024648057	37.0929870605	15485.1425781250	0.0000000000
0.8024705960	37.0902404785	16104.5244140625	0.0000000000
0.8024763810	37.0964279175	14630.1015625000	0.0000000000
0.8024821683	37.0977478027	15283.6796875000	0.0000000000
0.8024879582	37.0978469849	15865.6259765625	0.0000000000
0.8024937376	37.0953254700	15147.3681640625	0.0000000000
0.8024995246	37.0951919556	14869.1455078125	0.0000000000
0.8025053143	37.0942344666	15662.5664062500	0.0000000000
0.8025111088	37.0939178467	15775.4931640625	0.0000000000
0.8025168914	37.0943679810	14541.0791015625	0.0000000000
0.8025226800	37.1000061035	15556.0371093750	0.0000000000
0.8025284835	37.0849761963	15840.0400390625	0.0000000000
0.8025342573	37.0963935852	14589.0214843750	0.0000000000
