Day fraction since midnight on 	Temperature (C)	200 kPa (Pa)	Pump Run ()
0.7483115852	42.5529518127	15488.4160156250	0.0000000000
0.7483173689	42.5450401306	15743.1611328125	0.0000000000
0.7483231760	42.5467147827	15914.7626953125	0.0000000000
0.7483289597	42.5490951538	15870.3613281250	0.0000000000
0.7483347434	42.5464096069	15972.1015625000	0.0000000000
0.7483405271	42.5510215759	15773.3349609375	0.0000000000
0.7483463108	42.5505371094	15342.8222656250	0.0000000000
0.7483520945	42.5546646118	15235.8984375000	0.0000000000
0.7483578782	42.5474472046	15463.6699218750	0.0000000000
0.7483636848	42.5469894409	15764.9658203125	0.0000000000
0.7483694685	42.5507049561	15899.4306640625	0.0000000000
0.7483752525	42.5509681702	15825.2011718750	0.0000000000
0.7483810360	42.5486755371	15976.2177734375	0.0000000000
0.7483868197	42.5531539917	15759.7021484375	0.0000000000
0.7483926036	42.5467414856	15285.7304687500	0.0000000000
0.7483984104	42.5394325256	15206.0048828125	0.0000000000
0.7484041939	42.5427894592	15428.5517578125	0.0000000000
0.7484099778	42.5475425720	15680.4931640625	0.0000000000
0.7484157613	42.5464973450	15937.2597656250	0.0000000000
0.7484215450	42.5448608398	15891.4667968750	0.0000000000
0.7484273289	42.5414695740	15992.9453125000	0.0000000000
0.7484331124	42.5404319763	16045.8291015625	0.0000000000
0.7484388961	42.5423774719	15049.5068359375	0.0000000000
0.7484447032	42.5396118164	15040.0507812500	0.0000000000
0.7484504869	42.5327682495	15658.8017578125	0.0000000000
0.7484562704	42.5343132019	15689.9277343750	0.0000000000
0.7484620543	42.5412902832	15900.7070312500	0.0000000000
0.7484678380	42.5368232727	15859.0498046875	0.0000000000
0.7484736449	42.5350379944	16035.4873046875	0.0000000000
0.7484794054	42.5286293030	15893.0175781250	0.0000000000
0.7484852123	42.5236587524	15493.0683593750	0.0000000000
0.7484909960	42.5293083191	15419.1513671875	0.0000000000
0.7484967795	42.5220756531	15602.6962890625	0.0000000000
0.7485025634	42.5277175903	15946.6660156250	0.0000000000
0.7485083469	42.5273742676	16040.1250000000	0.0000000000
0.7485141308	42.5290565491	16118.5947265625	0.0000000000
0.7485199145	42.5282363892	16251.1289062500	0.0000000000
0.7485257211	42.5296897888	15896.4375000000	0.0000000000
0.7485315048	42.5335273743	15411.0937500000	0.0000000000
0.7485372887	42.5250968933	15416.3652343750	0.0000000000
0.7485430722	42.5311050415	15690.2500000000	0.0000000000
0.7485488791	42.5361671448	15857.3300781250	0.0000000000
0.7485546399	42.5323295593	15997.2500000000	0.0000000000
0.7485604236	42.5305175781	16021.1591796875	0.0000000000
0.7485662304	42.5343437195	16155.7304687500	0.0000000000
0.7485720141	42.5299949646	15908.7929687500	0.0000000000
0.7485777978	42.5318984985	15426.0712890625	0.0000000000
0.7485835813	42.5311546326	15358.7011718750	0.0000000000
0.7485893652	42.5260543823	15712.8261718750	0.0000000000
0.7485951487	42.5345611572	15752.1142578125	0.0000000000
0.7486007242	42.5299377441	16047.8447265625	0.0000000000
0.7486067279	42.5344352722	16080.7675781250	0.0000000000
0.7486125116	42.5304870605	16038.9091796875	0.0000000000
0.7486182953	42.5353469849	15801.2265625000	0.0000000000
0.7486241022	42.5322494507	15331.4980468750	0.0000000000
0.7486298859	42.5349197388	15299.6787109375	0.0000000000
0.7486356696	42.5344772339	15589.0039062500	0.0000000000
0.7486414762	42.5342140198	16066.9306640625	0.0000000000
0.7486472370	42.5255508423	16108.8925781250	0.0000000000
0.7486530207	42.5356750488	15940.9326171875	0.0000000000
0.7486588044	42.5372581482	15937.0732421875	0.0000000000
0.7486646112	42.5349197388	15914.5869140625	0.0000000000
0.7486703947	42.5261878967	15480.9160156250	0.0000000000
0.7486761786	42.5370254517	15320.1562500000	0.0000000000
0.7486819623	42.5359077454	15573.9404296875	0.0000000000
0.7486877690	42.5379638672	15883.0312500000	0.0000000000
0.7486935298	42.5370025635	15967.2949218750	0.0000000000
0.7486993132	42.5386123657	15961.7568359375	0.0000000000
0.7487051203	42.5359153748	15972.8818359375	0.0000000000
0.7487109040	42.5331115723	15936.1777343750	0.0000000000
0.7487166875	42.5412368774	15649.7802734375	0.0000000000
0.7487224946	42.5312042236	15376.6835937500	0.0000000000
0.7487282551	42.5350990295	15735.2851562500	0.0000000000
0.7487340388	42.5308647156	15857.1679687500	0.0000000000
0.7487398223	42.5350036621	16099.8652343750	0.0000000000
0.7487456294	42.5355949402	16011.3359375000	0.0000000000
0.7487514131	42.5352058411	16158.8964843750	0.0000000000
0.7487571968	42.5317077637	15994.2451171875	0.0000000000
0.7487629805	42.5339546204	15449.4746093750	0.0000000000
0.7487687642	42.5351028442	15424.0312500000	0.0000000000
0.7487745710	42.5307121277	15657.8095703125	0.0000000000
0.7487803316	42.5308227539	15955.6162109375	0.0000000000
0.7487861382	42.5403327942	16116.7392578125	0.0000000000
0.7487919221	42.5286483765	16055.7402343750	0.0000000000
0.7487977059	42.5339851379	16193.6884765625	0.0000000000
0.7488034896	42.5316200256	15866.0488281250	0.0000000000
0.7488092730	42.5273284912	15452.8261718750	0.0000000000
0.7488150801	42.5349655151	15395.7568359375	0.0000000000
0.7488208405	42.5315399170	15707.6933593750	0.0000000000
0.7488266473	42.5310058594	15913.6826171875	0.0000000000
0.7488324312	42.5352592468	16255.3417968750	0.0000000000
0.7488382149	42.5336608887	16100.4550781250	0.0000000000
0.7488440218	42.5300292969	16193.9833984375	0.0000000000
0.7488497821	42.5283889771	15915.2558593750	0.0000000000
0.7488555660	42.5266227722	15394.8134765625	0.0000000000
0.7488613497	42.5277252197	15418.6503906250	0.0000000000
0.7488671564	42.5185585022	15618.4619140625	0.0000000000
0.7488729403	42.5119972229	15967.9462890625	0.0000000000
0.7488787240	42.5094413757	16042.8330078125	0.0000000000
0.7488845075	42.5055923462	16067.9169921875	0.0000000000
0.7488902912	42.4940986633	16145.3798828125	0.0000000000
0.7488960751	42.4982528687	15826.7363281250	0.0000000000
0.7489018588	42.4952545166	15450.6962890625	0.0000000000
0.7489076656	42.4901847839	15367.1357421875	0.0000000000
0.7489134491	42.4930076599	15596.2207031250	0.0000000000
0.7489192354	42.4891586304	15787.8212890625	0.0000000000
0.7489250191	42.4838600159	16060.5371093750	0.0000000000
0.7489308257	42.4858512878	16036.1630859375	0.0000000000
0.7489365863	42.4877624512	16107.8662109375	0.0000000000
0.7489423700	42.4863739014	15718.8779296875	0.0000000000
0.7489481771	42.4827499390	15308.0957031250	0.0000000000
0.7489539608	42.4832038879	15330.3056640625	0.0000000000
0.7489597443	42.4837646484	15631.3955078125	0.0000000000
0.7489655280	42.4838943481	15872.6074218750	0.0000000000
0.7489713348	42.4866409302	16021.1796875000	0.0000000000
0.7489770954	42.4795303345	15954.3613281250	0.0000000000
0.7489828793	42.4773254395	16018.0332031250	0.0000000000
0.7489886861	42.4802894592	15859.6015625000	0.0000000000
0.7489944698	42.4760055542	15429.8906250000	0.0000000000
0.7490002536	42.4809494019	15422.4326171875	0.0000000000
0.7490060370	42.4699745178	15691.5732421875	0.0000000000
0.7490118439	42.4743080139	15865.5693359375	0.0000000000
0.7490176044	42.4778099060	16045.6552734375	0.0000000000
0.7490233884	42.4717750549	16038.2910156250	0.0000000000
0.7490291952	42.4700851440	16105.9931640625	0.0000000000
0.7490349787	42.4767189026	15817.4091796875	0.0000000000
0.7490407626	42.4654693604	15348.0332031250	0.0000000000
0.7490465461	42.4662055969	15443.9990234375	0.0000000000
0.7490523298	42.4687767029	15702.9472656250	0.0000000000
0.7490581135	42.4694404602	15892.3095703125	0.0000000000
0.7490638975	42.4660949707	16101.7900390625	0.0000000000
0.7490697043	42.4649848938	16023.8984375000	0.0000000000
0.7490754878	42.4689216614	16224.2460937500	0.0000000000
0.7490812715	42.4712295532	15695.6943359375	0.0000000000
0.7490870552	42.4705886841	15277.2968750000	0.0000000000
0.7490928391	42.4726066589	15429.3564453125	0.0000000000
0.7490986228	42.4732437134	15625.6582031250	0.0000000000
0.7491044065	42.4765205383	15936.6611328125	0.0000000000
0.7491102133	42.4713478088	16052.8291015625	0.0000000000
0.7491159971	42.4762573242	16039.1845703125	0.0000000000
0.7491217808	42.4729652405	16211.9638671875	0.0000000000
0.7491275874	42.4703254700	15823.8457031250	0.0000000000
0.7491333482	42.4688148499	15401.9638671875	0.0000000000
0.7491391319	42.4644355774	15368.1816406250	0.0000000000
0.7491449156	42.4622840881	15612.9375000000	0.0000000000
0.7491507224	42.4567985535	15793.0722656250	0.0000000000
0.7491565059	42.4519844055	15864.0507812500	0.0000000000
0.7491622898	42.4512634277	15910.5390625000	0.0000000000
0.7491680733	42.4412384033	15852.5419921875	0.0000000000
0.7491738570	42.4391250610	15624.4765625000	0.0000000000
0.7491796409	42.4410629272	15181.1318359375	0.0000000000
0.7491854244	42.4465751648	15195.5693359375	0.0000000000
0.7491912315	42.4416999817	15717.3681640625	0.0000000000
0.7491970152	42.4389114380	15770.2402343750	0.0000000000
0.7492027989	42.4423065186	15964.6416015625	0.0000000000
0.7492085826	42.4402465820	15919.4238281250	0.0000000000
0.7492143663	42.4439048767	15843.3613281250	0.0000000000
0.7492201500	42.4446372986	15727.4765625000	0.0000000000
0.7492259337	42.4456825256	15117.3232421875	0.0000000000
0.7492317404	42.4449806213	15406.3076171875	0.0000000000
0.7492375243	42.4529266357	15554.5078125000	0.0000000000
0.7492433080	42.4479255676	15756.5732421875	0.0000000000
0.7492490916	42.4398231506	15874.2558593750	0.0000000000
0.7492548754	42.4401817322	15918.6884765625	0.0000000000
0.7492606591	42.4350166321	15959.3369140625	0.0000000000
0.7492664428	42.4242324829	15561.4580078125	0.0000000000
0.7492722496	42.4164352417	15243.5966796875	0.0000000000
0.7492780333	42.4174423218	15279.0000000000	0.0000000000
0.7492838170	42.4248847961	15596.8769531250	0.0000000000
0.7492896237	42.4143218994	15761.9765625000	0.0000000000
0.7492953845	42.4235496521	15956.8134765625	0.0000000000
0.7493011682	42.4273643494	15974.4091796875	0.0000000000
0.7493069519	42.4288635254	15859.6279296875	0.0000000000
0.7493127585	42.4284858704	15555.3125000000	0.0000000000
0.7493185422	42.4366188049	15223.0019531250	0.0000000000
0.7493243261	42.4345855713	15356.8593750000	0.0000000000
0.7493301096	42.4347877502	15559.4072265625	0.0000000000
0.7493358935	42.4369506836	15839.8466796875	0.0000000000
0.7493416772	42.4337959290	15931.5468750000	0.0000000000
0.7493474609	42.4206619263	15969.9140625000	0.0000000000
0.7493532678	42.4256515503	15901.6337890625	0.0000000000
0.7493590513	42.4167518616	15548.2744140625	0.0000000000
0.7493648352	42.4124946594	15227.6396484375	0.0000000000
0.7493706189	42.4112014771	15372.9570312500	0.0000000000
0.7493764026	42.4028015137	15555.3466796875	0.0000000000
0.7493821979	42.4089393616	15820.4082031250	0.0000000000
0.7493879816	42.4109649658	15983.0703125000	0.0000000000
0.7493937653	42.4149742126	16010.9609375000	0.0000000000
0.7493995721	42.4153518677	15941.9541015625	0.0000000000
0.7494053325	42.4137344360	15612.0898437500	0.0000000000
0.7494111395	42.4173202515	15207.0546875000	0.0000000000
0.7494169232	42.4212150574	15430.0439453125	0.0000000000
0.7494227069	42.4200439453	15719.0478515625	0.0000000000
0.7494284904	42.4213294983	15958.9824218750	0.0000000000
0.7494342744	42.4210472107	16142.2919921875	0.0000000000
0.7494400580	42.4242744446	16103.3076171875	0.0000000000
0.7494458418	42.4238891602	16038.5742187500	0.0000000000
0.7494516486	42.4237709045	15712.2490234375	0.0000000000
0.7494574323	42.4184608459	15342.7470703125	0.0000000000
0.7494632160	42.4248199463	15475.8876953125	0.0000000000
0.7494689997	42.4241867065	15736.8496093750	0.0000000000
0.7494747832	42.4200439453	15985.4785156250	0.0000000000
0.7494805669	42.4217872620	16091.8886718750	0.0000000000
0.7494863506	42.4226760864	16080.4453125000	0.0000000000
0.7494921574	42.4198760986	15958.4511718750	0.0000000000
0.7494979414	42.4205436707	15668.8144531250	0.0000000000
0.7495037251	42.4160156250	15406.5087890625	0.0000000000
0.7495095319	42.4209747314	15415.4335937500	0.0000000000
0.7495152923	42.4184532166	15729.6757812500	0.0000000000
0.7495210761	42.4139709473	15971.5478515625	0.0000000000
0.7495268599	42.4171600342	15955.6582031250	0.0000000000
0.7495326668	42.4167518616	16039.6816406250	0.0000000000
0.7495384502	42.4160728455	15956.0830078125	0.0000000000
0.7495442341	42.4210243225	15677.7646484375	0.0000000000
0.7495500176	42.4148178101	15338.0175781250	0.0000000000
0.7495558013	42.4149017334	15490.3574218750	0.0000000000
0.7495615850	42.4181022644	15757.7236328125	0.0000000000
0.7495673690	42.4125785828	15911.4736328125	0.0000000000
0.7495731758	42.4098396301	15967.1689453125	0.0000000000
0.7495789593	42.4153289795	16120.3779296875	0.0000000000
0.7495847432	42.4153747559	16040.1113281250	0.0000000000
0.7495905267	42.4109306335	15653.2705078125	0.0000000000
0.7495963106	42.4140739441	15349.1787109375	0.0000000000
0.7496020943	42.4107398987	15489.6933593750	0.0000000000
0.7496078778	42.4153518677	15753.7451171875	0.0000000000
0.7496136849	42.4139213562	15951.5234375000	0.0000000000
0.7496194686	42.4170875549	16028.4746093750	0.0000000000
0.7496252523	42.4195327759	16057.2773437500	0.0000000000
0.7496310591	42.4130210876	15997.4414062500	0.0000000000
0.7496368195	42.4084320068	15685.1396484375	0.0000000000
0.7496426150	42.4173774719	15319.7910156250	0.0000000000
0.7496483987	42.4110031128	15459.9931640625	0.0000000000
0.7496541824	42.4173927307	15759.9960937500	0.0000000000
0.7496599659	42.4165000916	15990.7988281250	0.0000000000
0.7496657496	42.4101791382	15981.7470703125	0.0000000000
0.7496715566	42.4102897644	16088.1347656250	0.0000000000
0.7496773403	42.4109420776	16008.7177734375	0.0000000000
0.7496831240	42.4118957520	15639.4902343750	0.0000000000
0.7496889075	42.4097023010	15415.1523437500	0.0000000000
0.7496946914	42.4096870422	15564.4082031250	0.0000000000
0.7497004752	42.4087524414	15817.3681640625	0.0000000000
0.7497062589	42.4067687988	15950.9228515625	0.0000000000
0.7497120655	42.4061851501	16033.5976562500	0.0000000000
0.7497178492	42.4082069397	16094.5673828125	0.0000000000
0.7497236331	42.4001274109	16092.5117187500	0.0000000000
0.7497294168	42.4027748108	15739.3798828125	0.0000000000
0.7497352005	42.4050254822	15331.8515625000	0.0000000000
0.7497409842	42.3999786377	15533.1894531250	0.0000000000
0.7497467677	42.4011993408	15736.0078125000	0.0000000000
0.7497525748	42.3966445923	15979.4394531250	0.0000000000
0.7497583585	42.4030036926	16061.2578125000	0.0000000000
0.7497641422	42.3978233337	16075.4189453125	0.0000000000
0.7497699259	42.3955459595	16064.1738281250	0.0000000000
0.7497757094	42.3955345154	15717.9511718750	0.0000000000
0.7497814933	42.3915023804	15432.7519531250	0.0000000000
0.7497872768	42.3989067078	15495.1884765625	0.0000000000
0.7497930838	42.3905906677	15701.5214843750	0.0000000000
0.7497988675	42.3973426819	15988.5722656250	0.0000000000
0.7498046511	42.3926010132	16012.0576171875	0.0000000000
0.7498104350	42.3967628479	16028.4042968750	0.0000000000
0.7498162187	42.3906745911	16071.1386718750	0.0000000000
0.7498220024	42.3937034607	15667.1708984375	0.0000000000
0.7498278092	42.3897666931	15415.5742187500	0.0000000000
0.7498335927	42.3939514160	15530.8906250000	0.0000000000
0.7498393766	42.3896102905	15740.9492187500	0.0000000000
0.7498451603	42.3897323608	15965.7353515625	0.0000000000
0.7498509438	42.3899269104	16009.8232421875	0.0000000000
0.7498567277	42.3929290771	15962.8476562500	0.0000000000
0.7498625112	42.3851890564	16056.5449218750	0.0000000000
0.7498682972	42.3869895935	15678.8994140625	0.0000000000
0.7498740809	42.3854331970	15415.7851562500	0.0000000000
0.7498798875	42.3871879578	15564.6289062500	0.0000000000
0.7498856714	42.3877677917	15702.1572265625	0.0000000000
0.7498914549	42.3835144043	15854.6933593750	0.0000000000
0.7498972387	42.3820304871	15974.7275390625	0.0000000000
0.7499030223	42.3873786926	15937.3056640625	0.0000000000
0.7499088060	42.3834381104	15877.7285156250	0.0000000000
0.7499146129	42.3862800598	15622.6708984375	0.0000000000
0.7499203966	42.3866119385	15236.5019531250	0.0000000000
0.7499261803	42.3790245056	15405.7871093750	0.0000000000
0.7499319640	42.3800621033	15583.5156250000	0.0000000000
0.7499377477	42.3808364868	15843.0214843750	0.0000000000
0.7499435545	42.3805236816	15938.5488281250	0.0000000000
0.7499493151	42.3807334900	15965.3886718750	0.0000000000
0.7499551219	42.3786773682	15871.6103515625	0.0000000000
0.7499609057	42.3790016174	15623.4267578125	0.0000000000
0.7499666778	42.3825531006	15180.4980468750	0.0000000000
0.7499724615	42.3756790161	15382.5039062500	0.0000000000
0.7499782683	42.3765907288	15698.8154296875	0.0000000000
0.7499840520	42.3778038025	15768.7353515625	0.0000000000
0.7499898358	42.3772125244	15857.7070312500	0.0000000000
0.7499956195	42.3733558655	15969.3740234375	0.0000000000
0.7500014263	42.3736534119	15922.8310546875	0.0000000000
0.7500071869	42.3719978333	15623.2089843750	0.0000000000
0.7500129708	42.3756713867	15301.5439453125	0.0000000000
0.7500187774	42.3713378906	15452.1435546875	0.0000000000
0.7500245611	42.3719825745	15631.0869140625	0.0000000000
0.7500303448	42.3688125610	15853.6533203125	0.0000000000
0.7500361287	42.3673248291	15966.9228515625	0.0000000000
0.7500419122	42.3711471558	15936.0673828125	0.0000000000
0.7500476959	42.3667106628	15883.2988281250	0.0000000000
0.7500534796	42.3697166443	15593.4150390625	0.0000000000
0.7500592865	42.3663825989	15321.6728515625	0.0000000000
0.7500650702	42.3647880554	15524.8164062500	0.0000000000
0.7500708539	42.3612098694	15800.0351562500	0.0000000000
0.7500766376	42.3627204895	15951.0771484375	0.0000000000
0.7500824213	42.3640975952	16040.1767578125	0.0000000000
0.7500882052	42.3596267700	16070.9218750000	0.0000000000
